1893.27;1083.68;352.854;1338.37;0;1493.53;0;1027.39;535.974;732.902;556.081;0;339.586;1623.54;68.4137;478.597;953.416;254.723;954.202;0;1430.87;90.8142;994.734;565.3;49.6794;827.003;1089.92;822.772;931.187;1476.45;887.925;100.556;2385.17;
925.976;0;559.727;0;746.619;91.3265;0;0;0;363.205;221.196;15.5045;0;0;836.713;0;0;626.51;370.765;0;631.425;0;217.55;0;1217.36;86.3039;0;85.1826;0;0;421.034;552.36;165.149;
0;827.668;0;0;703.274;559.298;0;0;146.486;0;158.424;777.545;84.9758;619.997;0;0;0;0;0;0;24.7569;0;0;66.0176;0;255.473;612.001;67.318;72.8285;0;0;915.108;414.635;
1913.53;0;210.82;762.061;0;126.168;0;326.325;0;0;0;0;0;0;0;139.219;0;0;30.1235;511.877;34.6422;606.318;0;0;551.981;0;0;288.433;0;1152.95;443.053;119.85;894.817;
564.977;331.782;152.227;170.885;0;461.179;0;429.404;135.719;0;0;400.435;0;863.056;504.596;300.131;15.6029;707.282;791.459;0;0;0;0;0;0;0;0;213.215;375.751;66.4534;759.357;0;486.368;
1355.46;0;929.961;0;288.481;46.6699;0;60.499;0;138.8;134.522;0;0;0;537.155;543.417;0;332.791;0;0;122.885;0;0;413.377;0;0;0;0;0;0;0;0;1098.73;
981.175;0;0;136.823;0;0;0;788.088;0;317.982;0;361.636;0;271.523;0;175.229;0;0;592.719;0;0;0;0;0;0;0;683.415;0;543.693;0;445.878;0;1052.93;
733.094;159.515;1362.54;0;0;644.698;0;190.03;418.082;0;23.1474;0;0;0;211.874;0;0;0;0;184.953;0;87.4569;0;417.05;0;139.259;209.125;0;352.859;0;372.8;447.209;130.655;
513.398;313.597;0;0;203.682;0;0;472.42;0;0;0;0;0;0;0;870.213;0;0;368.425;0;133.921;273.979;0;534.495;0;0;49.5272;1133.27;76.624;0;67.359;549.077;0;
820.17;0;19.2402;88.7517;0;77.7306;418.37;0;142.96;0;0;0;0;72.4606;0;0;0;0;0;0;0;730.272;372.583;0;0;0;0;356.006;713.291;0;0;606.685;1193.28;
643.361;0;0;652.512;0;299.042;382.719;0;0;912.358;0;283.892;189.681;86.1509;0;0;0;0;0;215.619;154.838;0;0;0;86.0139;1024.98;0;760.779;0;195.608;0;0;90.9749;
806.397;0;755.264;0;323.674;396.782;175.521;239.524;0;0;0;0;687.933;0;528.322;0;477.618;0;824.627;232.726;0;0;170.969;1268.27;0;0;159.027;0;0;0;0;55.0135;1484.09;
519.955;0;382.75;0;0;0;0;0;769.025;0;0;0;0;288.977;0;0;0;0;0;540.081;0;0;0;0;28.821;619.881;0;370.806;411.511;302.178;950.751;0;692.504;
118.873;157.972;127.86;0;0;0;155.951;0;0;272.946;0;0;414.415;0;0;0;0;0;0;0;0;0;529.775;0;0;0;106.669;0;0;0;0;181.992;914.872;
780.072;620.664;0;0;0;0;0;661.286;818.94;0;0;1215.5;199.616;0;0;0;0;235.88;84.1318;0;0;0;217.527;129.152;87.3035;0;0;619.665;0;133.861;0;0;471.229;
1217.66;45.4104;0;0;0;0;404.346;0;0;94.982;0;0;119.163;0;0;42.3081;0;212.679;0;69.5474;0;36.9243;0;0;587.402;0;811.941;0;0;515.366;769.402;580.633;226.547;
